carat,cut,color,clarity,depth,table,price,x,y,z
0.93,Ideal,J,SI1,62.8,58.0,2704,4.18,4.16,2.62
0.21,Fair,G,VS1,60.6,56.0,326,0.89,0.91,0.55
0.52,Premium,F,SI1,62.5,61.0,1159,2.26,2.32,1.43
0.56,Premium,G,VVS1,64.4,56.0,1306,2.11,2.11,1.36
0.91,Premium,E,SI1,59.9,54.0,2852,4.2,4.23,2.52
1.45,Premium,H,IF,61.8,57.0,6200,5.85,5.84,3.61
0.87,Ideal,H,VS2,62.6,58.0,2732,4.16,4.09,2.58
0.79,Ideal,H,SI2,62.9,57.0,2148,3.13,3.12,1.96
0.8,Premium,F,SI2,62.6,59.0,2303,3.34,3.29,2.08
0.26,Premium,I,VVS2,60.5,57.0,332,1.06,1.07,0.64
1.04,Ideal,J,VS2,62.5,59.0,3613,4.46,4.43,2.78
0.24,Premium,J,SI1,62.0,58.0,326,1.1,1.11,0.68
0.28,Premium,H,SI1,62.3,57.0,391,1.24,1.24,0.78
0.52,Ideal,F,SI2,60.7,56.0,1175,2.34,2.37,1.43
1.96,Ideal,F,SI1,61.6,54.0,10656,8.32,8.32,5.12
0.89,Premium,G,SI2,62.0,57.0,2511,3.25,3.26,2.02
0.25,Very Good,G,SI1,61.0,58.0,326,1.12,1.11,0.68
0.23,Premium,I,VS2,60.8,58.0,326,1.04,1.03,0.63
0.67,Ideal,D,VS2,61.0,56.0,1775,2.78,2.76,1.69
0.25,Ideal,G,VS2,63.1,57.0,355,1.0,0.99,0.63
0.31,Ideal,F,SI1,61.9,59.0,495,1.35,1.34,0.83
0.86,Ideal,I,VVS2,62.6,57.0,2771,3.66,3.63,2.28
0.66,Very Good,F,SI1,59.2,54.0,1518,2.88,2.85,1.7
0.29,Premium,G,VS2,61.6,57.0,404,1.29,1.28,0.79
0.33,Good,E,SI1,60.4,60.0,437,1.45,1.46,0.88
0.39,Ideal,F,VVS2,61.4,63.0,903,1.57,1.57,0.96
0.9,Very Good,G,IF,60.9,58.0,3146,3.81,3.78,2.31
0.43,Ideal,G,SI2,61.6,61.0,806,1.96,1.95,1.2
0.77,Ideal,E,VVS1,60.2,60.0,2786,3.2,3.22,1.93
0.83,Ideal,G,SI2,62.3,59.0,1969,3.41,3.32,2.09
0.6,Ideal,E,VVS2,63.2,58.0,1910,2.63,2.6,1.65
0.91,Premium,I,VVS1,61.7,57.0,2700,3.65,3.65,2.25
0.27,Premium,J,VS1,61.6,57.0,326,1.15,1.16,0.71
0.61,Very Good,E,SI1,63.0,60.0,1410,2.58,2.56,1.62
1.48,Very Good,D,SI1,61.8,61.0,7433,5.72,5.79,3.55
0.4,Good,J,VVS2,60.8,57.0,598,1.63,1.62,0.99
0.26,Very Good,F,SI2,62.7,56.0,326,1.0,0.98,0.62
0.39,Ideal,E,VS2,61.6,58.0,789,1.74,1.75,1.07
0.4,Very Good,J,VVS2,61.7,57.0,637,1.71,1.7,1.05
1.39,Ideal,I,VVS2,60.8,54.0,6064,6.28,6.33,3.84
1.68,Very Good,D,SI1,60.1,57.0,9532,7.33,7.35,4.41
0.71,Ideal,E,VS2,59.4,57.0,1966,2.84,2.88,1.7
0.6,Premium,I,SI2,61.4,59.0,991,2.94,2.92,1.8
0.42,Premium,E,VS2,61.9,55.0,800,1.9,1.91,1.18
0.64,Premium,H,VS2,62.2,55.0,1594,2.63,2.65,1.64
0.26,Ideal,D,VVS1,62.5,59.0,445,1.07,1.07,0.67
1.1,Very Good,I,VS2,60.9,55.0,3452,4.92,4.97,3.01
0.2,Ideal,G,VS1,62.8,53.0,326,0.9,0.9,0.56
0.28,Ideal,G,SI1,62.1,59.0,421,1.25,1.23,0.77
0.45,Very Good,I,SI1,62.6,55.0,767,2.02,2.03,1.27
0.31,Good,G,SI2,61.2,60.0,345,1.33,1.33,0.82
0.66,Ideal,D,VS2,62.7,56.0,1962,2.66,2.61,1.65
1.91,Very Good,G,VS2,61.5,54.0,9484,7.77,7.92,4.82
1.33,Ideal,G,SI1,62.3,60.0,6032,6.53,6.47,4.05
1.27,Good,G,VS2,61.9,58.0,4738,5.19,5.27,3.24
0.26,Premium,E,VS2,61.1,54.0,346,1.19,1.19,0.73
0.59,Ideal,E,SI2,60.7,59.0,1384,2.76,2.79,1.68
2.09,Ideal,I,SI1,62.9,57.0,9776,9.06,8.78,5.61
0.56,Very Good,H,VVS2,61.7,60.0,1319,2.57,2.56,1.58
0.39,Ideal,D,VS2,60.6,60.0,852,1.52,1.51,0.92
0.29,Ideal,I,SI1,61.4,54.0,416,1.32,1.31,0.81
0.7,Premium,E,SI2,63.0,59.0,1943,2.87,2.86,1.81
0.55,Premium,H,VS2,60.0,57.0,1132,2.5,2.5,1.5
0.26,Premium,D,VS1,63.7,54.0,401,1.18,1.16,0.75
0.45,Ideal,J,VS2,62.2,62.0,777,1.96,1.96,1.22
0.7,Ideal,J,VVS2,63.0,53.0,1985,3.14,3.14,1.98
0.5,Very Good,E,SI1,60.3,54.0,1106,2.24,2.22,1.35
0.87,Very Good,D,SI2,61.7,55.0,2721,3.94,3.98,2.44
0.58,Ideal,D,VS2,63.3,59.0,1377,2.34,2.35,1.48
1.44,Very Good,I,SI1,61.9,59.0,5517,5.86,5.81,3.61
0.25,Ideal,D,SI2,60.6,56.0,359,1.26,1.26,0.76
0.28,Ideal,I,VS1,59.7,56.0,366,1.32,1.33,0.79
0.27,Good,I,VS2,63.4,55.0,332,1.11,1.11,0.7
0.54,Very Good,F,VVS2,61.4,57.0,1433,2.43,2.39,1.48
0.44,Premium,H,VVS2,62.0,58.0,790,1.99,1.96,1.22
0.65,Ideal,I,VS2,60.4,57.0,1526,2.75,2.73,1.66
0.74,Very Good,I,SI1,60.3,55.0,1738,3.1,3.11,1.87
0.27,Very Good,E,IF,62.3,60.0,482,1.06,1.05,0.66
0.56,Ideal,G,VS1,62.0,57.0,1470,2.8,2.82,1.74
0.78,Good,D,IF,59.4,60.0,2837,3.27,3.29,1.94
0.61,Premium,G,VS2,62.7,59.0,1552,2.54,2.52,1.59
1.12,Premium,G,SI1,61.7,56.0,4264,4.43,4.44,2.73
1.03,Good,J,VS1,62.3,55.0,2658,4.06,4.1,2.54
0.52,Good,D,VVS1,61.8,57.0,1211,2.06,2.05,1.27
0.41,Premium,G,VS1,61.7,57.0,620,1.87,1.88,1.16
0.48,Good,H,VS2,61.9,56.0,754,2.28,2.29,1.41
1.8,Premium,G,SI1,61.1,57.0,7617,6.74,6.92,4.17
1.05,Premium,E,VS1,61.4,53.0,4352,4.38,4.35,2.68
1.01,Ideal,G,SI1,60.7,55.0,3757,3.88,3.88,2.36
0.65,Premium,J,VS2,62.3,55.0,1269,3.0,2.96,1.86
0.5,Premium,D,VS1,63.2,57.0,1082,2.22,2.21,1.4
1.82,Good,E,VS2,60.8,56.0,8118,7.0,6.93,4.24
0.21,Very Good,G,VS2,60.8,63.0,326,0.85,0.85,0.52
0.29,Premium,G,SI1,59.4,55.0,462,1.35,1.36,0.81
0.69,Ideal,H,VVS2,63.6,56.0,1562,2.96,2.91,1.87
0.29,Very Good,D,SI2,60.5,58.0,382,1.17,1.16,0.7
0.2,Premium,E,SI2,61.2,60.0,326,0.86,0.86,0.53
0.34,Ideal,J,SI2,61.9,58.0,473,1.51,1.52,0.94
0.29,Ideal,D,VS1,62.9,58.0,487,1.17,1.18,0.74
1.54,Ideal,F,VVS1,63.3,56.0,9833,6.54,6.52,4.13
0.89,Very Good,G,SI2,61.5,58.0,2323,4.0,4.0,2.46
0.59,Fair,F,SI2,62.9,60.0,1002,2.17,2.13,1.35
0.47,Very Good,E,SI1,60.5,60.0,860,1.99,2.01,1.21
0.55,Very Good,F,SI1,60.7,54.0,1062,2.29,2.27,1.38
0.64,Premium,F,VS1,61.2,55.0,1667,2.85,2.91,1.76
0.52,Ideal,F,SI2,59.7,58.0,1038,2.22,2.22,1.32
0.32,Ideal,D,VS2,61.5,57.0,598,1.21,1.2,0.74
0.32,Good,I,VS2,61.1,56.0,410,1.34,1.34,0.82
0.55,Good,H,SI2,62.3,57.0,994,2.31,2.31,1.44
0.36,Ideal,D,SI1,60.5,53.0,695,1.6,1.6,0.97
0.26,Premium,I,VVS1,61.4,59.0,392,1.07,1.08,0.66
0.23,Ideal,I,SI1,61.4,59.0,326,0.99,1.0,0.61
0.22,Ideal,J,VVS1,61.5,59.0,326,1.0,0.98,0.61
0.55,Ideal,H,VS1,62.0,55.0,1538,2.46,2.44,1.52
1.24,Ideal,I,SI1,63.7,57.0,4157,4.87,4.84,3.09
0.32,Premium,H,I1,61.0,57.0,362,1.38,1.36,0.83
0.28,Ideal,D,SI1,60.9,57.0,434,1.26,1.28,0.77
1.65,Premium,I,VS2,62.2,60.0,6479,7.33,7.28,4.54
0.24,Very Good,G,SI2,60.7,55.0,326,1.04,1.04,0.63
0.29,Very Good,H,SI2,60.4,59.0,356,1.15,1.16,0.7
0.36,Premium,I,SI2,61.4,56.0,470,1.65,1.65,1.01
0.54,Good,D,VS1,60.7,60.0,1249,2.29,2.28,1.39
0.23,Very Good,D,VS1,61.3,57.0,335,0.96,0.96,0.59
0.82,Premium,G,VS1,60.1,57.0,2768,3.44,3.45,2.07
1.07,Ideal,F,VS1,59.9,58.0,4088,4.52,4.52,2.71
0.63,Premium,F,SI1,60.9,62.0,1649,2.67,2.69,1.63
0.97,Premium,F,SI2,60.5,59.0,2993,4.08,4.02,2.45
0.66,Very Good,I,SI2,61.6,57.0,1372,2.45,2.47,1.51
0.59,Very Good,D,SI1,62.5,55.0,1439,2.3,2.25,1.42
0.87,Ideal,G,SI1,61.2,53.0,2830,3.69,3.74,2.28
1.33,Ideal,G,VVS1,62.6,58.0,7091,5.42,5.37,3.38
0.9,Premium,G,SI1,62.9,57.0,2604,3.77,3.78,2.38
0.36,Premium,D,VS2,61.1,59.0,640,1.5,1.52,0.92
0.32,Ideal,H,SI1,60.8,56.0,534,1.39,1.41,0.85
0.37,Good,D,VS1,60.9,57.0,650,1.5,1.49,0.91
0.52,Very Good,G,SI2,62.1,52.0,996,2.4,2.39,1.49
0.5,Ideal,E,VS2,61.1,58.0,1206,2.22,2.24,1.36
0.41,Ideal,F,VVS2,61.3,56.0,917,1.75,1.75,1.08
0.28,Good,H,VVS2,61.5,58.0,375,1.28,1.28,0.79
2.3,Very Good,J,VS1,62.4,58.0,11699,10.08,10.27,6.35
0.86,Ideal,G,SI1,62.2,60.0,2771,3.29,3.33,2.06
0.31,Very Good,H,SI1,61.7,59.0,429,1.33,1.33,0.82
0.54,Ideal,E,SI2,61.9,55.0,1145,2.35,2.33,1.45
0.4,Fair,G,VS2,62.7,58.0,542,1.54,1.54,0.97
1.27,Very Good,D,VVS2,62.7,58.0,6006,5.53,5.54,3.47
0.91,Very Good,I,SI1,61.3,57.0,2708,3.99,3.99,2.45
0.39,Ideal,G,VS2,61.9,59.0,632,1.64,1.64,1.01
1.13,Ideal,F,SI1,62.4,60.0,4686,4.92,4.98,3.09
0.25,Ideal,G,SI1,61.7,56.0,348,1.04,1.03,0.64
0.92,Premium,J,SI2,62.1,58.0,2451,4.58,4.53,2.83
0.36,Ideal,I,VS1,62.1,59.0,670,1.55,1.53,0.96
0.34,Ideal,E,SI2,59.4,56.0,604,1.39,1.41,0.83
0.57,Premium,I,IF,60.5,62.0,1631,2.45,2.48,1.49
0.32,Ideal,F,SI1,62.4,59.0,435,1.33,1.34,0.83
0.22,Ideal,F,SI1,61.1,56.0,326,0.83,0.82,0.5
0.32,Ideal,H,VS2,62.9,61.0,491,1.45,1.46,0.92
0.25,Ideal,G,VVS1,62.6,61.0,411,0.95,0.95,0.6
0.44,Ideal,D,VVS2,61.5,57.0,1126,1.78,1.77,1.09
0.81,Ideal,E,VVS1,61.4,62.0,2832,3.62,3.61,2.22
1.12,Premium,J,SI2,62.9,57.0,3492,5.13,5.11,3.22
0.57,Ideal,G,SI1,62.3,58.0,1542,2.38,2.37,1.48
1.43,Very Good,I,SI2,61.8,60.0,4957,6.19,6.24,3.84
0.34,Ideal,F,SI2,60.2,60.0,566,1.52,1.54,0.92
0.33,Ideal,H,SI2,61.1,58.0,439,1.26,1.25,0.77
1.48,Ideal,I,SI2,61.4,56.0,6285,7.0,7.02,4.31
1.42,Ideal,E,SI1,62.1,55.0,6769,5.95,6.02,3.71
0.33,Premium,D,SI1,61.5,57.0,561,1.3,1.32,0.8
0.69,Premium,H,SI1,61.8,56.0,1838,2.98,2.95,1.83
0.91,Fair,G,SI1,61.9,59.0,2305,3.98,4.02,2.48
0.26,Very Good,D,VVS2,61.9,55.0,379,1.16,1.16,0.72
0.45,Ideal,F,VVS2,62.3,56.0,998,2.1,2.08,1.3
0.25,Premium,G,IF,60.5,53.0,420,1.11,1.1,0.67
0.41,Very Good,E,VVS2,62.4,61.0,858,1.57,1.56,0.98
0.3,Very Good,D,VVS2,62.6,59.0,478,1.22,1.23,0.77
0.47,Very Good,I,VS1,62.9,58.0,809,1.91,1.9,1.2
0.67,Ideal,J,SI2,63.5,58.0,1392,2.86,2.85,1.81
0.61,Premium,G,VVS1,61.3,57.0,1559,2.47,2.47,1.51
1.47,Good,E,SI1,61.4,56.0,5984,6.19,6.12,3.78
0.54,Ideal,G,VS1,60.7,59.0,1452,1.99,2.01,1.21
0.54,Very Good,E,SI1,62.4,56.0,1198,2.01,1.99,1.24
0.31,Ideal,G,SI2,61.9,55.0,463,1.3,1.3,0.8
0.36,Good,D,SI1,62.5,59.0,566,1.51,1.51,0.94
0.21,Ideal,I,SI1,63.2,56.0,326,0.92,0.92,0.58
1.5,Good,D,SI1,61.4,54.0,6829,6.28,6.33,3.87
2.55,Ideal,G,SI2,61.8,59.0,17177,11.89,11.93,7.36
0.26,Premium,H,VS2,62.9,56.0,326,1.01,1.01,0.63
0.49,Good,H,VVS2,61.4,56.0,841,1.97,1.97,1.21
0.21,Fair,F,VS1,61.5,58.0,326,0.92,0.92,0.57
1.5,Premium,G,VVS2,59.9,56.0,8597,6.72,6.83,4.06
0.26,Ideal,G,IF,61.0,58.0,455,1.1,1.1,0.67
0.5,Fair,E,IF,61.9,56.0,1039,2.15,2.16,1.33
0.75,Ideal,F,SI1,63.7,56.0,2168,3.36,3.35,2.14
0.42,Ideal,D,VS2,61.5,57.0,871,1.95,1.95,1.2
0.46,Very Good,D,VS2,62.2,61.0,954,1.85,1.85,1.15
0.38,Good,D,VS1,61.8,60.0,625,1.77,1.75,1.09
0.48,Ideal,G,SI1,59.7,56.0,984,2.2,2.2,1.31
0.37,Very Good,H,VVS2,59.7,60.0,686,1.65,1.68,1.0
0.46,Good,J,SI2,62.0,58.0,607,1.81,1.84,1.13
0.63,Ideal,G,VVS1,61.8,55.0,1925,2.85,2.81,1.75
0.35,Very Good,F,SI2,61.9,55.0,539,1.53,1.55,0.95
0.22,Premium,E,VS1,62.1,58.0,326,1.06,1.06,0.66
0.62,Good,H,SI1,62.3,57.0,1450,2.5,2.49,1.56
0.23,Ideal,D,VS1,60.8,58.0,326,0.96,0.97,0.59
0.66,Premium,E,SI1,62.4,61.0,2114,2.5,2.47,1.55
0.27,Ideal,H,SI2,63.4,58.0,326,1.2,1.18,0.75
0.82,Premium,G,VVS1,61.7,64.0,2689,3.38,3.41,2.1
0.55,Very Good,G,VS2,63.0,54.0,1070,2.39,2.4,1.51
1.52,Ideal,J,SI1,62.4,60.0,6064,5.89,5.84,3.66
0.34,Very Good,F,VS1,62.3,55.0,518,1.43,1.44,0.89
0.86,Premium,G,SI1,62.5,58.0,2407,3.43,3.44,2.15
1.34,Good,J,SI2,60.9,54.0,3730,5.44,5.46,3.32
1.52,Ideal,H,VVS2,62.9,57.0,6887,7.05,7.04,4.43
0.4,Good,G,IF,61.1,56.0,659,1.58,1.58,0.96
0.39,Ideal,F,VVS1,63.1,59.0,866,1.75,1.74,1.1
0.27,Premium,J,VVS2,59.9,59.0,329,1.14,1.15,0.69
0.99,Good,F,VS1,62.4,55.0,3561,4.41,4.42,2.75
0.92,Fair,D,SI2,60.8,58.0,2265,3.37,3.34,2.04
0.55,Ideal,J,SI2,61.3,60.0,970,2.43,2.41,1.48
0.58,Ideal,F,SI2,61.1,57.0,1502,2.73,2.76,1.67
0.47,Ideal,G,VS2,64.1,61.0,1073,2.09,2.05,1.33
1.33,Premium,H,VS2,60.8,56.0,5673,5.25,5.29,3.21
0.52,Very Good,E,VS2,61.6,58.0,1206,2.22,2.24,1.37
0.48,Ideal,G,SI1,62.4,54.0,903,1.92,1.9,1.19
0.38,Premium,E,SI2,60.6,57.0,610,1.64,1.67,1.0
2.55,Ideal,I,SI2,62.0,57.0,13572,11.92,12.02,7.42
0.67,Premium,G,SI2,61.2,58.0,1531,3.04,3.11,1.88
0.28,Ideal,J,VVS2,60.8,59.0,326,1.26,1.26,0.77
0.9,Good,E,SI2,62.2,59.0,2318,3.64,3.65,2.27
2.08,Good,H,VS1,64.0,60.0,11532,8.89,8.61,5.6
1.01,Ideal,E,SI2,61.2,55.0,3744,4.31,4.38,2.66
1.1,Ideal,F,VS2,62.1,56.0,4333,4.54,4.49,2.8
0.69,Very Good,F,SI1,61.2,58.0,1827,3.06,3.07,1.88
0.42,Ideal,G,VS1,61.4,59.0,910,1.79,1.81,1.1
0.63,Premium,G,SI2,61.1,54.0,1341,2.75,2.73,1.68
0.38,Fair,E,VS2,61.7,54.0,581,1.47,1.47,0.91
0.38,Ideal,D,VS2,61.6,56.0,673,1.61,1.64,1.0
0.31,Very Good,I,SI1,63.1,62.0,387,1.23,1.22,0.77
1.69,Good,G,VS2,62.4,59.0,8031,7.44,7.41,4.64
0.3,Very Good,F,SI2,62.1,59.0,434,1.3,1.32,0.82
0.22,Premium,D,VVS2,60.6,60.0,342,1.02,1.01,0.62
1.01,Fair,D,VS2,61.0,57.0,2910,4.56,4.56,2.78
0.69,Ideal,G,SI2,62.3,58.0,1879,3.2,3.22,2.0
0.39,Premium,G,VVS1,61.7,60.0,790,1.67,1.67,1.03
0.32,Very Good,F,VS1,62.0,59.0,445,1.4,1.41,0.87
0.74,Ideal,G,SI2,59.0,56.0,2195,3.4,3.38,2.0
0.88,Ideal,I,SI1,62.4,59.0,2357,3.12,3.12,1.95
0.71,Premium,H,SI1,60.5,58.0,1682,2.63,2.59,1.58
0.55,Very Good,I,SI1,63.2,59.0,1103,2.35,2.32,1.48
0.23,Good,H,SI1,64.4,56.0,326,0.94,0.93,0.6
0.76,Ideal,D,VS1,59.6,60.0,3017,3.27,3.37,1.98
0.53,Very Good,E,VS2,61.2,58.0,1187,2.35,2.36,1.44
0.54,Fair,F,SI1,61.4,62.0,1062,2.14,2.11,1.3
0.46,Ideal,F,VVS1,62.0,58.0,1098,1.96,1.96,1.22
0.64,Very Good,H,I1,60.6,58.0,1295,2.75,2.77,1.67
0.28,Ideal,H,VS1,61.1,60.0,376,1.21,1.22,0.74
0.43,Ideal,G,VS2,60.5,55.0,784,2.04,2.03,1.23
0.59,Premium,H,VS2,62.2,59.0,1383,2.55,2.56,1.59
0.47,Ideal,J,VS2,61.3,57.0,803,1.62,1.63,1.0
0.28,Premium,G,VS2,60.4,62.0,370,1.26,1.26,0.76
0.59,Ideal,F,VVS1,61.1,59.0,1603,2.58,2.57,1.57
0.29,Ideal,G,VS2,60.8,53.0,482,1.22,1.23,0.75
0.36,Fair,E,VS2,62.3,59.0,510,1.56,1.54,0.97
0.81,Ideal,D,VVS2,62.2,55.0,2954,3.65,3.62,2.26
0.41,Ideal,F,VVS2,61.7,57.0,795,1.96,1.94,1.2
0.35,Ideal,J,VVS2,62.2,55.0,582,1.5,1.51,0.94
0.49,Ideal,I,VS2,61.8,63.0,971,2.41,2.37,1.48
1.8,Premium,H,SI2,63.4,62.0,7987,8.62,8.45,5.41
0.52,Very Good,H,VVS1,62.4,58.0,1186,2.24,2.21,1.39
0.81,Very Good,I,VVS2,61.0,57.0,2254,3.5,3.46,2.12
0.37,Very Good,J,VVS1,62.1,58.0,575,1.59,1.59,0.99
0.35,Very Good,H,SI2,64.3,59.0,463,1.42,1.4,0.91
1.0,Premium,F,IF,62.4,58.0,3705,4.16,4.08,2.57
0.65,Ideal,E,IF,62.0,55.0,1896,2.33,2.32,1.44
0.38,Very Good,D,VS2,62.9,57.0,693,1.82,1.81,1.14
0.39,Premium,H,SI2,60.8,59.0,577,1.51,1.54,0.93
0.83,Very Good,F,VS1,61.0,54.0,2391,3.46,3.45,2.11
0.97,Ideal,D,VS1,61.4,58.0,3719,4.21,4.18,2.57
0.29,Ideal,E,VS2,61.0,58.0,446,1.3,1.32,0.8
0.71,Ideal,G,SI1,60.6,56.0,1744,3.56,3.58,2.16
0.65,Good,I,SI2,62.2,57.0,1226,2.84,2.82,1.76
0.83,Premium,F,VS2,63.3,59.0,2586,3.85,3.91,2.46
0.31,Ideal,H,SI1,62.4,59.0,443,1.21,1.22,0.76
2.69,Premium,D,SI2,61.1,56.0,18823,11.1,11.23,6.82
0.31,Ideal,J,SI1,61.4,57.0,326,1.34,1.35,0.83
1.22,Good,J,VVS2,60.9,56.0,4281,5.37,5.41,3.28
0.79,Very Good,G,VVS2,62.3,58.0,2320,2.98,3.02,1.87
0.6,Very Good,H,VS1,62.6,58.0,1358,2.49,2.5,1.56
0.33,Ideal,I,SI2,61.7,58.0,381,1.55,1.55,0.95
0.63,Premium,J,SI2,61.7,54.0,1171,2.46,2.48,1.52
0.44,Good,G,SI1,62.2,57.0,748,2.11,2.13,1.32
1.02,Very Good,H,IF,61.9,57.0,3802,4.37,4.42,2.72
0.22,Premium,E,SI1,61.4,58.0,326,0.91,0.92,0.56
0.52,Ideal,E,VVS1,61.2,58.0,1311,2.35,2.38,1.45
2.66,Premium,H,VS1,62.4,55.0,18095,11.76,11.74,7.33
0.97,Very Good,J,SI2,61.5,60.0,2402,4.03,3.98,2.46
0.49,Premium,G,VS2,61.5,56.0,1082,2.0,2.0,1.23
0.55,Very Good,G,VVS2,61.1,56.0,1356,2.65,2.65,1.62
0.29,Premium,G,SI2,61.3,61.0,412,1.26,1.26,0.77
0.49,Premium,I,VS2,60.7,59.0,925,2.2,2.23,1.34
0.97,Ideal,I,SI1,62.4,60.0,3176,3.95,3.89,2.44
0.6,Ideal,I,SI1,61.6,56.0,1270,2.75,2.8,1.71
0.63,Very Good,D,VS2,63.0,60.0,1655,3.0,2.93,1.87
0.57,Ideal,H,VVS2,60.6,54.0,1495,2.61,2.61,1.58
1.18,Ideal,I,VVS2,59.4,61.0,5177,4.77,4.8,2.84
0.92,Premium,E,SI2,60.2,58.0,2863,4.16,4.18,2.51
0.2,Good,G,SI1,61.7,55.0,326,0.96,0.96,0.59
0.62,Ideal,D,SI1,60.9,58.0,1647,2.8,2.78,1.7
0.62,Ideal,F,VVS2,61.8,56.0,1766,2.52,2.48,1.55
0.85,Very Good,H,VS2,59.6,58.0,2646,3.53,3.54,2.11
0.35,Premium,E,SI1,61.6,59.0,582,1.31,1.3,0.8
2.49,Premium,E,VVS2,62.3,55.0,18823,11.4,11.19,7.04
0.57,Very Good,H,VVS1,63.1,56.0,1156,2.82,2.85,1.79
0.99,Ideal,I,SI1,63.4,56.0,3113,4.11,4.09,2.6
0.43,Ideal,E,IF,60.0,59.0,961,1.9,1.89,1.14
0.5,Ideal,J,VS2,62.9,57.0,983,2.39,2.39,1.5
0.77,Premium,H,SI2,61.8,52.0,1715,3.4,3.39,2.1
0.84,Premium,H,SI1,59.6,57.0,2316,3.46,3.47,2.06
0.27,Premium,E,VS2,62.0,58.0,388,1.25,1.25,0.77
0.26,Very Good,J,VVS2,60.3,57.0,348,1.05,1.04,0.63
0.81,Ideal,G,VS1,61.9,57.0,2704,3.31,3.28,2.04
0.2,Ideal,G,SI1,61.8,54.0,326,0.76,0.75,0.47
1.35,Ideal,G,SI1,62.3,54.0,6028,5.42,5.4,3.37
0.85,Ideal,G,SI2,62.0,60.0,2515,3.83,3.81,2.37
1.01,Ideal,I,VVS2,61.7,55.0,4111,4.21,4.28,2.62
0.87,Very Good,D,I1,61.6,59.0,2123,3.9,3.88,2.4
0.65,Ideal,G,SI1,61.5,58.0,1652,3.14,3.15,1.94
2.4,Premium,H,VS1,61.8,58.0,15958,10.37,10.37,6.41
0.21,Ideal,D,SI2,60.6,59.0,326,0.87,0.87,0.53
0.47,Premium,G,VS1,63.0,59.0,1005,2.26,2.27,1.43
1.65,Very Good,G,VS1,60.1,56.0,8067,7.21,7.17,4.32
0.35,Ideal,E,VS2,64.6,53.0,560,1.57,1.57,1.01
0.54,Ideal,E,SI2,60.0,57.0,1306,2.31,2.36,1.4
0.88,Ideal,D,SI1,61.8,54.0,3175,3.38,3.39,2.09
0.42,Good,H,SI1,60.6,62.0,651,1.81,1.8,1.09
0.68,Ideal,E,I1,62.2,59.0,1986,3.0,3.01,1.87
1.03,Premium,I,SI1,61.4,57.0,3044,4.3,4.34,2.65
0.27,Premium,I,VVS1,61.4,61.0,352,1.17,1.17,0.72
0.59,Ideal,E,VS2,64.2,59.0,1418,2.67,2.66,1.71
0.2,Ideal,E,VS2,61.3,59.0,326,0.84,0.82,0.51
0.27,Good,E,VVS1,62.6,60.0,406,1.15,1.17,0.72
1.82,Premium,G,VS2,60.8,61.0,9029,8.35,8.33,5.07
0.22,Ideal,J,VS2,63.8,58.0,326,1.02,1.0,0.65
0.57,Ideal,E,SI2,62.5,59.0,1386,2.56,2.56,1.6
0.32,Very Good,E,SI2,63.2,59.0,389,1.33,1.35,0.85
0.28,Ideal,G,VS2,61.9,56.0,442,1.12,1.13,0.7
0.7,Ideal,I,SI2,61.5,59.0,1367,3.02,3.01,1.86
1.09,Good,I,SI2,60.4,58.0,2778,4.58,4.58,2.77
0.52,Fair,F,SI2,62.4,57.0,804,2.25,2.26,1.41
0.21,Premium,I,SI1,60.5,58.0,326,0.77,0.77,0.46
0.75,Ideal,G,SI2,62.2,56.0,1870,3.23,3.24,2.01
0.68,Premium,H,SI1,61.5,57.0,1740,3.3,3.26,2.02
1.89,Ideal,H,VS1,61.8,54.0,9776,8.07,8.04,4.97
0.76,Ideal,E,SI1,61.8,57.0,2308,3.03,3.05,1.88
0.48,Ideal,F,VS1,62.8,60.0,1190,1.98,1.98,1.24
0.55,Fair,I,VS1,62.6,57.0,984,2.34,2.35,1.47
0.91,Good,H,SI1,61.1,58.0,1882,4.04,4.06,2.47
0.66,Ideal,E,VVS1,60.7,58.0,2392,2.85,2.85,1.73
0.4,Ideal,G,VVS2,62.6,57.0,941,1.74,1.74,1.09
0.34,Premium,I,SI1,62.1,58.0,466,1.48,1.46,0.91
0.83,Premium,I,VVS2,60.6,56.0,2278,3.67,3.66,2.22
0.5,Premium,G,SI1,61.5,53.0,948,2.15,2.16,1.33
0.39,Good,E,VS1,61.3,57.0,745,1.67,1.66,1.02
1.07,Ideal,F,IF,60.1,56.0,4191,4.37,4.36,2.62
0.39,Premium,H,SI1,62.7,58.0,686,1.52,1.52,0.95
0.99,Premium,I,VS2,59.8,59.0,2896,3.99,4.06,2.41
0.74,Premium,H,SI1,62.6,61.0,1611,3.21,3.24,2.02
0.66,Ideal,F,VS2,63.7,62.0,1881,2.6,2.57,1.65
0.21,Very Good,G,SI1,62.8,53.0,326,0.87,0.87,0.55
1.72,Premium,D,SI1,64.2,56.0,8633,8.23,8.15,5.26
0.45,Premium,H,VS1,61.6,60.0,869,1.99,1.98,1.22
1.09,Ideal,I,SI1,63.4,59.0,4280,4.41,4.4,2.79
0.54,Premium,D,SI1,62.0,60.0,1294,2.51,2.56,1.57
0.4,Very Good,F,SI1,61.7,59.0,651,1.64,1.61,1.0
0.81,Ideal,I,SI1,60.4,56.0,2068,3.21,3.23,1.94
0.48,Premium,G,SI2,61.4,58.0,1004,2.04,2.03,1.25
